score,class,pred
1.0144927501678467,0,0
1.0378787517547607,0,0
1.1006711721420288,0,0
1.0509554147720337,0,0
1.0215827226638794,0,0
0.9932432174682617,0,0
1.007462739944458,0,0
1.0251256227493286,0,0
1.0064102411270142,0,0
1.006250023841858,0,0
1.0138888359069824,0,0
0.9447513818740845,0,0
0.9835391044616699,0,0
1.0535714626312256,0,0
1.1174088716506958,0,0
0.9601593613624573,0,0
0.9397590160369873,0,0
0.9880478382110596,0,0
0.9314516186714172,0,0
0.8928571343421936,0,1
1.0230768918991089,0,0
0.9809523820877075,0,0
1.0314960479736328,0,0
0.9668049812316895,0,0
0.9537814855575562,0,0
1.0570175647735596,0,0
1.0458015203475952,0,0
0.9928571581840515,0,0
0.970370352268219,0,0
1.0225564241409302,0,0
0.9344262480735779,0,0
0.9670782089233398,0,0
1.0270270109176636,0,0
0.9919354915618896,0,0
0.9090909361839294,0,0
0.9539473652839661,0,0
0.9701492786407471,0,0
0.9960474371910095,0,0
0.98591548204422,0,0
0.9748427867889404,0,0
0.9927536249160767,0,0
0.9477911591529846,0,0
0.9444444179534912,0,0
0.954954981803894,0,0
1.029411792755127,0,0
1.014814853668213,0,0
1.0,0,0
0.8108108043670654,0,1
1.0266666412353516,0,0
1.1096774339675903,0,0
0.940092146396637,0,0
0.9411764740943909,0,0
1.0,0,0
1.0431654453277588,0,0
0.9716598987579346,0,0
1.0506329536437988,0,0
0.9527897238731384,0,0
0.9752066135406494,0,0
1.0808823108673096,0,0
0.7215569019317627,0,1
1.0310077667236328,0,0
1.0138888359069824,0,0
0.9926470518112183,0,0
0.9618320465087891,0,0
1.0441176891326904,0,0
0.9653846025466919,0,0
1.0133333206176758,0,0
0.944915235042572,0,0
0.9848484992980957,0,0
0.8565400838851929,0,1
1.0296610593795776,0,0
1.0204918384552002,0,0
1.0629920959472656,0,0
0.9769230484962463,0,0
0.9925925731658936,0,0
1.0384615659713745,0,0
1.0384615659713745,0,0
1.0145984888076782,0,0
0.9900497794151306,0,0
0.9840637445449829,0,0
0.9617021083831787,0,0
1.0314960479736328,0,0
1.0068964958190918,0,0
0.8357142806053162,0,1
0.9184549450874329,0,0
0.9700000286102295,0,0
0.985981285572052,0,0
0.9428571462631226,0,0
1.0725806951522827,0,0
0.936170220375061,0,0
1.0043103694915771,0,0
1.013157844543457,0,0
1.0894309282302856,0,0
0.9865771532058716,0,0
1.0,0,0
0.9689922332763672,0,0
0.9568345546722412,0,0
1.0077519416809082,0,0
0.9953271150588989,0,0
0.984375,0,0
1.0396825075149536,0,0
0.9924242496490479,0,0
1.0413793325424194,0,0
1.0076335668563843,0,0
1.0220588445663452,0,0
0.9647058844566345,0,0
1.0606060028076172,0,0
1.0,0,0
1.0143884420394897,0,0
0.9689440727233887,0,0
1.0072993040084839,0,0
1.0046296119689941,0,0
1.0201342105865479,0,0
1.0370370149612427,0,0
0.9589040875434875,0,0
1.0,0,0
0.9935483932495117,0,0
1.0076923370361328,0,0
1.0266666412353516,0,0
0.9835164546966553,0,0
0.9826839566230774,0,0
0.991769552230835,0,0
1.0,0,0
0.9656488299369812,0,0
0.8808510899543762,0,1
1.1206896305084229,0,0
1.0,0,0
1.0149253606796265,0,0
1.0206185579299927,0,0
0.95652174949646,0,0
0.9531915187835693,0,0
0.9585062265396118,0,0
0.8863636255264282,0,1
1.0278884172439575,0,0
0.942307710647583,0,0
1.0125000476837158,0,0
0.9529914259910583,0,0
1.0725806951522827,0,0
0.9466666579246521,0,0
0.9416058659553528,0,0
1.028777003288269,0,0
0.9219858050346375,0,0
0.9154411554336548,0,0
1.0,0,0
0.9402984976768494,0,0
1.0065360069274902,0,0
0.9765258431434631,0,0
0.9586465954780579,0,0
0.9525691866874695,0,0
1.0064516067504883,0,0
0.9733333587646484,0,0
1.0,0,0
1.0630252361297607,0,0
0.9214876294136047,0,0
1.0,0,0
0.9275362491607666,0,0
1.02173912525177,0,0
1.0646551847457886,0,0
0.9924242496490479,0,0
1.0729926824569702,0,0
0.9685039520263672,0,0
1.0340136289596558,0,0
0.9895833134651184,0,0
0.9320388436317444,0,0
1.0797101259231567,0,0
1.0070922374725342,0,0
1.0296610593795776,0,0
0.9359999895095825,0,0
1.0296295881271362,0,0
1.028777003288269,0,0
1.0229357481002808,0,0
0.9253731369972229,0,0
0.9510489702224731,0,0
0.9927007555961609,0,0
