score,class,pred
0.9356622099876404,0,0
0.8782836198806763,0,1
0.9401295185089111,0,0
0.906350314617157,0,0
0.9162185788154602,0,0
0.9623092412948608,0,0
0.9459890127182007,0,0
0.9023712873458862,0,0
0.9243246912956238,0,0
0.9479796290397644,0,0
0.8683368563652039,0,1
0.9406630992889404,0,0
0.9034183621406555,0,0
0.9149760603904724,0,0
0.8860968947410583,0,0
0.923265278339386,0,0
0.858618974685669,0,1
0.9189584255218506,0,0
0.9619134664535522,0,0
0.9222114682197571,0,0
0.8978038430213928,0,0
0.9538334608078003,0,0
0.8386204242706299,0,1
0.9138175845146179,0,0
0.9211684465408325,0,0
0.8869928121566772,0,0
0.9036970138549805,0,0
0.8549652695655823,0,1
0.8738052248954773,0,1
0.9920603036880493,0,0
0.9085455536842346,0,0
0.8970110416412354,0,0
0.9171823859214783,0,0
0.9537132382392883,0,0
0.9123684763908386,0,0
0.9301443696022034,0,0
0.9167026877403259,0,0
0.9233902096748352,0,0
0.932564914226532,0,0
0.933750331401825,0,0
0.9131565093994141,0,0
0.9156131744384766,0,0
0.9014716744422913,0,0
0.9670156836509705,0,0
0.8771592974662781,0,1
0.8803996443748474,0,1
0.9182025194168091,0,0
0.884821355342865,0,0
0.9301037192344666,0,0
0.8782607913017273,0,1
0.9262076616287231,0,0
0.9310405850410461,0,0
0.9225993752479553,0,0
0.9056082963943481,0,0
0.9035131931304932,0,0
1.0427910089492798,0,0
0.9850215911865234,0,0
0.9439389109611511,0,0
0.9340322017669678,0,0
0.8389532566070557,0,1
0.8684827089309692,0,1
0.9187418222427368,0,0
0.9029742479324341,0,0
0.9285901784896851,0,0
0.9730889201164246,0,0
0.8841698169708252,0,0
0.960810661315918,0,0
0.9326449632644653,0,0
0.9378111958503723,0,0
0.9579527974128723,0,0
0.9391583800315857,0,0
0.9340287446975708,0,0
0.9861948490142822,0,0
0.8912162780761719,0,0
0.91184401512146,0,0
0.961732804775238,0,0
0.9309549331665039,0,0
