score,class,pred
0.9929577708244324,0,0
0.9047619104385376,0,0
1.021897792816162,0,0
0.9090909361839294,0,0
0.949999988079071,0,0
1.0,0,0
0.9881423115730286,0,0
0.9503546357154846,0,0
0.9591836929321289,0,0
1.0152671337127686,0,0
0.9083333611488342,0,0
0.9710144996643066,0,0
0.9440559148788452,0,0
0.9463087320327759,0,0
0.9204545617103577,0,0
0.91796875,0,0
0.8979591727256775,0,0
0.9772727489471436,0,0
0.9817073345184326,0,0
0.9664429426193237,0,0
0.9767441749572754,0,0
1.0,0,0
0.8601694703102112,0,0
0.9928571581840515,0,0
1.0,0,0
0.912350594997406,0,0
0.9514170289039612,0,0
0.8759124279022217,0,0
0.9142857193946838,0,0
1.0723683834075928,0,0
1.0,0,0
0.908713698387146,0,0
0.9333333373069763,0,0
1.0164835453033447,0,0
0.9959999918937683,0,0
0.9506173133850098,0,0
0.9701492786407471,0,0
1.0,0,0
0.9774436354637146,0,0
0.9882352948188782,0,0
0.9513888955116272,0,0
0.9375,0,0
0.948387086391449,0,0
1.02173912525177,0,0
0.907489001750946,0,0
0.9490445852279663,0,0
0.9541984796524048,0,0
0.9674796462059021,0,0
0.9929078221321106,0,0
0.9299362897872925,0,0
0.9547325372695923,0,0
0.9640287756919861,0,0
0.9861111044883728,0,0
0.9685039520263672,0,0
0.9858155846595764,0,0
1.149999976158142,0,0
1.0591715574264526,0,0
1.0,0,0
0.9722222089767456,0,0
0.8739495873451233,0,0
0.9184549450874329,0,0
0.9276315569877625,0,0
0.9507575631141663,0,0
0.97826087474823,0,0
1.058823585510254,0,0
0.9139344096183777,0,0
1.00632905960083,0,0
0.9507042169570923,0,0
1.0123456716537476,0,0
1.0705394744873047,0,0
0.9930070042610168,0,0
0.984375,0,0
1.0196079015731812,0,0
0.930232584476471,0,0
0.9463087320327759,0,0
1.0337837934494019,0,0
0.9870129823684692,0,0
1.0215827226638794,0,0
1.0073529481887817,0,0
1.0147058963775635,0,0
0.96484375,0,0
1.0078125,0,0
1.0428571701049805,0,0
0.987730085849762,0,0
0.8840000033378601,0,0
1.0039682388305664,0,0
1.0482758283615112,0,0
1.0065789222717285,0,0
1.04347825050354,0,0
0.970370352268219,0,0
0.9452054500579834,0,0
0.9919354915618896,0,0
0.9776119589805603,0,0
0.9856114983558655,0,0
0.9020408391952515,0,0
0.9938271641731262,0,0
0.9346405267715454,0,0
0.9251700639724731,0,0
1.0075757503509521,0,0
0.949999988079071,0,0
0.9712643623352051,0,0
0.969924807548523,0,0
